(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Arch_44__060_53.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_43.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Leg (432 verts)	9	True	False	True	1	[Lug (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_33 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_196 (154 verts)	9	True	False	True	1	[Material #6.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_41.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_6 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_100 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_97 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back side (186 verts)	13	True	False	True	1	[palladium (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Arch_44__061_79 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_38 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_6 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_41 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_44 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_36 (146 verts)	5	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_14 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_151 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_171 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_131 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_82.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_130.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Glass Tray (1190 verts)	16	True	False	True	1	[Material.045 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 111x87 times]
		glass door (525 verts)	13	True	False	True	1	[Glass.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 43x17 times]
		Arch_44__060_172.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Box007.002 (450 verts)	18	True	False	True	1	[No Name (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		first floor walls.043 (36 verts)	117	True	False	True	1	[first floor walls.043 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_149 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light glass.002 (1333 verts)	16	True	False	True	1	[Translucent_Glass_Gray (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 11x16 times]
		Arch_44__060_140 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_177.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_181 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_94.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_170.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		side wind sheald (771 verts)	17	True	True	True	2	[glass_clear (UnityEngine.Material)] [glass_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Arch_44__060_135 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		engine (2335 verts)	17	True	False	True	4	[REIFEN1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] [MOTOR1 (UnityEngine.Material)] [LICHTER1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 11x22 times]
		Arch_44__061_10 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wind sheald (451 verts)	156	True	False	True	1	[Glass.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 16x11 times]
		Arch_44__060_78.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light lamp (2864 verts)	14	True	False	True	3	[LICHTER1 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 50x52 times]
		Arch_44__060_22.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wheel (13527 verts)	146	True	False	True	3	[WheelMaterial_St (UnityEngine.Material)] [wheel_3_ao (UnityEngine.Material)] [tech_metal_susp (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 42x38 times]
		Arch_44__061_8 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_60 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		engine side door.001 (405 verts)	18	True	False	True	1	[paint_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x2 times]
		Arch_44__060_35.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_106.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_101 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_76.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back wind sheald.001 (591 verts)	13	True	True	True	2	[glass_black (UnityEngine.Material)] [glass_clear (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Arch_44__060_112.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_60.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_124.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_34.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_172 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_153.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_152 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_115.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_113.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_69 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_89.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_55.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		light.069 (142 verts)	15	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__060_162 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back light frame (3802 verts)	16	True	False	True	2	[LICHTER3 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 83x230 times]
		back light frame.001 (3802 verts)	62	True	False	True	2	[LICHTER3 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 83x230 times]
		Arch_44__060_23 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_77 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		light.065 (142 verts)	42	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__061_29 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_193 (1264 verts)	5	True	False	True	1	[Arch_44__061_7.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_24 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Sphere003.004 (3671 verts)	51	True	False	True	1	[Material.258 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_37.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_91 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_206 (1877 verts)	18	True	False	True	1	[Arch_44__061_1.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_113 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_133.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_125 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_184 (3076 verts)	12	True	False	True	1	[Arch_44__060_3.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		break disc.001 (1370 verts)	93	True	False	True	1	[brakeDisc_CarbCe (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 32x24 times]
		Arch_44__060_65 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_114.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_12 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_42 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_204 (1744 verts)	18	True	False	True	1	[Arch_44__061_1.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x0 times]
		Arch_44__060_11.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_89 (146 verts)	10	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_146.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		break disc (1370 verts)	101	True	False	True	1	[brakeDisc_CarbCe (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 32x24 times]
		Arch_44__060_50.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_138.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_16 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		white back light.001 (14 verts)	0	True	False	True	1	[LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x28 times]
		Arch_44__060_116.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_182 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_10 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_29 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_193 (409 verts)	12	True	False	True	1	[Arch_044_060_wood_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_59 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_65.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		smaall led.001 (894 verts)	1	True	False	True	1	[flutes (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__060_54 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		roof.002 (255 verts)	12	True	False	True	1	[cars (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 42x43 times]
		ChamferCyl04.001 (1134 verts)	28	True	False	True	1	[01___Default.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 116x67 times]
		button.001 (317 verts)	0	True	False	True	1	[green_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 32x8 times]
		mirror.001 (45 verts)	16	True	False	True	1	[int_mirror (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_111 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_73 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_131.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl05.001 (710 verts)	1	True	False	True	1	[plasticc.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 13x13 times]
		button.002 (317 verts)	0	True	False	True	1	[green_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 32x8 times]
		Arch_44__060_123 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_26 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		front led.001 (1293 verts)	9	True	False	True	2	[HL_bezel_frame (UnityEngine.Material)] [HL_aluminised (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__061_87 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_61 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_55 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		door frame (1466 verts)	14	True	False	True	4	[plastic_ext_ao (UnityEngine.Material)] [palladium (UnityEngine.Material)] [rubber_BLACK (UnityEngine.Material)] [Bodt_Paint (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x2 times]
		Arch_44__061_20 (146 verts)	5	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_10.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_16 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_86 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_140.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		front led glass.001 (2976 verts)	11	True	True	True	2	[HL_glass (UnityEngine.Material)] [glass_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Arch_44__060_47 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_174 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_54 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		hd tv.001 (62 verts)	248	True	False	True	1	[hd tv 1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		red back light (185 verts)	0	True	False	True	2	[LICHTER2 (UnityEngine.Material)] [LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 78x126 times]
		wind sheald frame.001 (92 verts)	0	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x2 times]
		Arch_44__060_37 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_13 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_102.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_156 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_97.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_40 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_27 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_100.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_168.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_12 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_156.001 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		middle back light (288 verts)	5	True	False	True	2	[plastic_ext_ao (UnityEngine.Material)] [rearlight_red (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
		Arch_44__060_180 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_8 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
